MiningPower,NON,Height,Onchain,Orphan,AttackSuccess,BuildTime
0.007,300,200,4,5,0,31
0.007,300,250,9,7,0,47
0.007,1000,30,2,5,0,1
0.007,1000,50,3,3,0,4
0.007,1000,100,2,6,0,834
0.007,1000,200,2,6,0,871
0.007,1000,250,4,7,0,1
0.007,3000,30,1,10,0,1
0.007,3000,50,5,13,1,1
0.007,3000,100,7,12,0,1
0.007,3000,200,5,15,0,1
0.007,3000,250,10,6,0,2
0.007,6000,30,4,11,1,3
0.007,6000,50,3,8,0,5
0.007,6000,100,6,8,1,3
0.007,6000,200,10,13,1,4
0.007,6000,250,3,10,0,7
0.007,8000,30,4,5,1,12
0.007,8000,50,5,12,1,17
0.007,8000,100,1,3,0,8
0.007,8000,200,3,14,0,11
0.007,8000,250,9,5,1,21
0.007,8050,30,4,8,1,39
0.007,8050,50,6,6,1,51
0.007,8050,100,4,10,1,11
0.007,8050,200,4,7,0,13
0.007,8050,250,10,6,1,26
0.010,300,30,4,7,0,1
0.010,300,50,3,5,0,1
0.010,300,100,6,5,0,1
0.010,300,200,10,2,0,15
0.010,300,250,15,6,0,10
0.010,1000,30,2,5,0,16
0.010,1000,50,3,4,0,28
0.010,1000,100,3,6,0,1
0.010,1000,200,10,4,1,2
0.010,1000,250,7,4,0,1
0.010,3000,30,5,6,1,17
0.010,3000,50,3,17,0,876
0.010,3000,100,6,7,1,943
0.010,3000,200,11,10,1,1
0.010,3000,250,9,4,1,1
0.010,6000,30,7,7,1,1
0.010,6000,50,2,22,0,1
0.010,6000,100,4,10,1,1
0.010,6000,200,7,9,1,2
0.010,6000,250,8,9,1,4
0.010,8000,30,2,5,0,4
0.010,8000,50,4,9,1,2
0.010,8000,100,6,13,1,3
0.010,8000,200,8,5,1,7
0.010,8000,250,8,10,1,14
0.010,8050,30,4,3,1,19
0.010,8050,50,5,7,1,6
0.010,8050,100,6,6,1,9
0.010,8050,200,6,2,1,19
0.010,8050,250,8,7,1,43
0.030,300,30,1,7,0,54
0.030,300,50,7,5,0,10
0.030,300,100,7,5,0,16
0.030,300,200,15,9,0,32
0.030,300,250,17,3,0,55
0.030,1000,30,5,2,1,1
0.030,1000,50,4,5,1,15
0.030,1000,100,4,2,0,10
0.030,1000,200,11,6,0,17
0.030,1000,250,12,2,1,32
0.030,3000,30,8,7,1,59
0.030,3000,50,5,6,1,1
0.030,3000,100,9,5,1,14
0.030,3000,200,22,10,1,935
0.030,3000,250,20,2,1,914
0.030,6000,30,4,4,1,1
0.030,6000,50,6,4,1,1
0.030,6000,100,14,4,1,1
0.030,6000,200,13,4,1,1
0.030,6000,250,9,3,1,1
0.030,8000,30,7,3,1,2
0.030,8000,50,5,3,1,3
0.030,8000,100,10,2,1,4
0.030,8000,200,10,2,1,2
0.030,8000,250,15,2,1,4
0.030,8050,30,5,2,1,7
0.030,8050,50,5,6,1,14
0.030,8050,100,7,3,1,17
0.030,8050,200,7,6,1,6
0.030,8050,250,8,3,1,9
0.070,300,30,6,3,1,20
0.070,300,50,9,3,1,35
0.070,300,100,10,4,0,56
0.070,300,200,20,3,1,10
0.070,300,250,33,2,1,16
0.070,1000,30,10,3,1,26
0.070,1000,50,9,2,1,58
0.070,1000,100,10,4,1,1
0.070,1000,200,22,2,1,2
0.070,1000,250,19,2,1,10
0.070,3000,30,5,3,1,15
0.070,3000,50,7,2,1,30
0.070,3000,100,15,3,1,58
0.070,3000,200,34,10,1,1
0.070,3000,250,28,3,1,2
0.070,6000,30,6,2,1,859
0.070,6000,50,8,3,1,851
0.070,6000,100,15,3,1,1
0.070,6000,200,19,4,1,1
0.070,6000,250,16,2,1,1
0.070,8000,30,10,3,1,1
0.070,8000,50,10,3,1,1
0.070,8000,100,11,2,1,2
0.070,8000,200,18,3,1,3
0.070,8000,250,20,2,1,4
0.070,8050,30,6,3,1,2
0.070,8050,50,4,2,1,3
0.070,8050,100,12,3,1,7
0.070,8050,200,23,2,1,14
0.070,8050,250,21,4,1,17
0.080,300,30,8,3,1,6
0.080,300,50,9,3,1,10
0.080,300,100,9,5,1,19
0.080,300,200,25,4,1,38
0.080,300,250,31,2,1,45
0.080,1000,30,9,2,1,9
0.080,1000,50,7,3,1,15
0.080,1000,100,12,3,1,30
0.080,1000,200,17,2,1,1
0.080,1000,250,26,3,1,2
0.080,3000,30,5,2,1,1
0.080,3000,50,9,4,1,9
0.080,3000,100,18,4,1,10
0.080,3000,200,22,4,1,14
0.080,3000,250,33,3,1,29
0.080,6000,30,6,3,1,58
0.080,6000,50,6,2,1,1
0.080,6000,100,11,2,1,13
0.080,6000,200,26,2,1,808
0.080,6000,250,24,2,1,916
0.080,8000,30,6,2,1,1
0.080,8000,50,9,3,1,1
0.080,8000,100,18,3,1,1
0.080,8000,200,28,2,1,1
0.080,8000,250,25,3,1,1
0.080,8050,30,8,4,1,2
0.080,8050,50,9,3,1,4
0.080,8050,100,12,2,1,4
0.080,8050,200,22,3,1,2
0.080,8050,250,26,3,1,4
0.100,300,30,6,3,1,6
0.100,300,50,9,4,1,14
0.100,300,100,17,4,1,17
0.100,300,200,27,3,1,6
0.100,300,250,28,2,1,11
0.100,1000,30,7,3,1,19
0.100,1000,50,10,3,1,38
0.100,1000,100,12,2,1,46
0.100,1000,200,23,2,1,10
0.100,1000,250,36,3,1,15
0.100,3000,30,8,3,1,28
0.100,3000,50,11,2,1,53
0.100,3000,100,22,3,1,1
0.100,3000,200,24,7,1,11
0.100,3000,250,31,4,1,10
0.100,6000,30,7,3,1,15
0.100,6000,50,10,2,1,28
0.100,6000,100,16,3,1,46
0.100,6000,200,41,2,1,54
0.100,6000,250,32,2,1,894
0.100,8000,30,5,4,1,925
0.100,8000,50,10,2,1,1
0.100,8000,100,13,3,1,1
0.100,8000,200,29,2,1,1
0.100,8000,250,18,3,1,1
0.100,8050,30,5,2,1,1
0.100,8050,50,9,3,1,2
0.100,8050,100,17,2,1,4
0.100,8050,200,20,2,1,4
0.100,8050,250,34,3,1,2
0.007,300,30,2,10,0,3
0.007,300,50,1,8,0,7
0.007,300,100,6,5,0,13
0.007,300,200,9,6,0,17
0.007,300,250,13,6,1,7
0.007,1000,30,1,6,0,11
0.007,1000,50,6,4,1,21
0.007,1000,100,3,3,0,41
0.007,1000,200,2,5,0,49
0.007,1000,250,2,2,0,11
0.007,3000,30,5,22,1,15
0.007,3000,50,2,9,0,23
0.007,3000,100,7,15,0,58
0.007,3000,200,6,18,0,57
0.007,3000,250,10,14,0,8
0.007,6000,30,4,3,1,15
0.007,6000,50,4,5,1,32
0.007,6000,100,2,5,0,1
0.007,6000,200,10,2,1,1
0.007,6000,250,7,6,1,16
0.007,8000,30,1,12,0,880
0.007,8000,50,5,8,1,885
0.007,8000,100,5,13,1,1
0.007,8000,200,6,5,1,1
0.007,8000,250,12,3,1,1
0.007,8050,30,1,7,0,1
0.007,8050,50,5,5,1,1
0.007,8050,100,7,4,1,2
0.007,8050,200,7,5,1,3
0.007,8050,250,10,6,1,5
0.010,300,30,1,3,0,2
0.010,300,50,8,4,0,4
0.010,300,100,6,3,0,7
0.010,300,200,8,5,0,15
0.010,300,250,11,4,0,18
0.010,1000,30,4,2,1,7
0.010,1000,50,2,9,0,10
0.010,1000,100,6,4,1,19
0.010,1000,200,7,3,0,41
0.010,1000,250,5,6,0,46
0.010,3000,30,4,12,1,10
0.010,3000,50,4,9,0,17
0.010,3000,100,6,5,1,29
0.010,3000,200,14,12,0,58
0.010,3000,250,24,7,1,1
0.010,6000,30,5,6,1,12
0.010,6000,50,3,5,0,10
0.010,6000,100,3,8,0,12
0.010,6000,200,7,8,0,32
0.010,6000,250,13,8,1,1
0.010,8000,30,1,10,0,1
0.010,8000,50,2,7,0,1
0.010,8000,100,8,4,1,14
0.010,8000,200,6,3,1,920
0.010,8000,250,8,2,1,895
0.010,8050,30,4,6,1,1
0.010,8050,50,4,3,1,1
0.010,8050,100,2,9,0,1
0.010,8050,200,9,5,1,1
0.010,8050,250,8,3,1,1
0.030,300,30,4,3,1,2
0.030,300,50,6,4,1,3
0.030,300,100,12,4,0,4
0.030,300,200,21,3,1,2
0.030,300,250,15,5,1,4
0.030,1000,30,4,4,1,7
0.030,1000,50,8,3,1,12
0.030,1000,100,7,7,0,17
0.030,1000,200,9,3,1,7
0.030,1000,250,17,2,1,11
0.030,3000,30,4,9,1,20
0.030,3000,50,8,9,1,37
0.030,3000,100,6,7,1,47
0.030,3000,200,21,11,1,9
0.030,3000,250,17,6,1,16
0.030,6000,30,5,2,1,32
0.030,6000,50,7,5,1,1
0.030,6000,100,7,2,1,1
0.030,6000,200,17,2,1,1
0.030,6000,250,17,4,1,15
0.030,8000,30,4,3,1,11
0.030,8000,50,5,2,1,17
0.030,8000,100,9,2,1,28
0.030,8000,200,14,3,1,57
0.030,8000,250,16,2,1,1
0.030,8050,30,4,3,1,11
0.030,8050,50,5,3,1,825
0.030,8050,100,7,2,1,874
0.030,8050,200,14,5,1,1
0.030,8050,250,16,3,1,1
0.070,300,30,6,3,1,1
0.070,300,50,8,5,0,1
0.070,300,100,21,3,1,1
0.070,300,200,26,2,1,2
0.070,300,250,29,5,0,3
0.070,1000,30,4,3,1,4
0.070,1000,50,10,2,1,3
0.070,1000,100,7,2,1,4
0.070,1000,200,21,4,1,7
0.070,1000,250,21,2,1,13
0.070,3000,30,8,4,1,17
0.070,3000,50,7,2,1,6
0.070,3000,100,11,3,1,11
0.070,3000,200,22,3,1,20
0.070,3000,250,32,4,1,38
0.070,6000,30,9,7,1,51
0.070,6000,50,5,5,1,10
0.070,6000,100,14,3,1,12
0.070,6000,200,26,4,1,31
0.070,6000,250,28,3,1,55
0.070,8000,30,8,2,1,1
0.070,8000,50,6,5,1,3
0.070,8000,100,10,6,1,9
0.070,8000,200,22,4,1,16
0.070,8000,250,18,3,1,29
0.070,8050,30,5,7,1,58
0.070,8050,50,12,3,1,1
0.070,8050,100,7,2,1,906
0.070,8050,200,12,2,1,927
0.070,8050,250,16,3,1,1
0.080,300,30,6,3,1,1
0.080,300,50,6,4,1,2
0.080,300,100,19,5,1,1
0.080,300,200,27,11,1,1
0.080,300,250,34,3,1,2
0.080,1000,30,5,2,1,3
0.080,1000,50,6,3,1,4
0.080,1000,100,13,2,1,2
0.080,1000,200,24,2,1,4
0.080,1000,250,21,3,1,7
0.080,3000,30,4,2,1,13
0.080,3000,50,7,4,1,17
0.080,3000,100,23,5,1,7
0.080,3000,200,18,2,1,9
0.080,3000,250,34,2,1,18
0.080,6000,30,6,3,1,38
0.080,6000,50,5,4,1,47
0.080,6000,100,16,2,1,10
0.080,6000,200,24,2,1,16
0.080,6000,250,23,3,1,29
0.080,8000,30,6,2,1,1
0.080,8000,50,8,3,1,2
0.080,8000,100,14,3,1,1
0.080,8000,200,17,2,1,21
0.080,8000,250,22,2,1,9
0.080,8050,30,5,3,1,16
0.080,8050,50,8,4,1,31
0.080,8050,100,14,3,1,58
0.080,8050,200,23,2,1,1
0.080,8050,250,30,3,1,13
0.100,300,30,10,2,1,830
0.100,300,50,11,6,1,1
0.100,300,100,16,4,1,1
0.100,300,200,28,2,1,1
0.100,300,250,31,4,1,1
0.100,1000,30,7,2,1,1
0.100,1000,50,10,2,1,1
0.100,1000,100,14,2,1,2
0.100,1000,200,25,2,1,3
0.100,1000,250,32,3,1,4
0.100,3000,30,8,2,1,3
0.100,3000,50,10,2,1,4
0.100,3000,100,19,3,1,7
0.100,3000,200,27,2,1,14
0.100,3000,250,33,3,1,18
0.100,6000,30,6,3,1,7
0.100,6000,50,7,3,1,10
0.100,6000,100,18,3,1,21
0.100,6000,200,31,2,1,38
0.100,6000,250,19,3,1,39
0.100,8000,30,6,2,1,10
0.100,8000,50,5,2,1,15
0.100,8000,100,9,2,1,29
0.100,8000,200,25,2,1,52
0.100,8000,250,35,2,1,1
0.100,8050,30,6,2,1,12
0.100,8050,50,10,4,1,10
0.100,8050,100,17,3,1,14
0.100,8050,200,32,2,1,31
0.100,8050,250,27,3,1,1
0.007,300,30,2,4,0,2
0.007,300,50,3,7,0,1
0.007,300,100,5,8,0,15
0.007,300,200,6,2,0,824
0.007,300,250,10,4,0,878
0.007,1000,30,1,8,0,1
0.007,1000,50,2,6,0,1
0.007,1000,100,5,3,1,1
0.007,1000,200,5,4,0,1
0.007,1000,250,7,5,0,1
0.007,3000,30,1,13,0,2
0.007,3000,50,2,20,0,4
0.007,3000,100,9,13,0,4
0.007,3000,200,10,15,0,2
0.007,3000,250,13,8,0,4
0.007,6000,30,4,17,1,7
0.007,6000,50,5,10,1,14
0.007,6000,100,8,14,1,16
0.007,6000,200,12,12,1,7
0.007,6000,250,8,13,0,10
0.007,8000,30,1,7,0,20
0.007,8000,50,4,3,1,38
0.007,8000,100,6,7,1,49
0.007,8000,200,8,4,1,11
0.007,8000,250,2,22,0,14
0.007,8050,30,1,7,0,30
0.007,8050,50,4,12,1,57
0.007,8050,100,8,5,1,1
0.007,8050,200,3,4,0,16
0.007,8050,250,3,10,0,10
0.010,300,30,1,2,0,17
0.010,300,50,2,5,0,33
0.010,300,100,12,8,1,1
0.010,300,200,5,9,0,1
0.010,300,250,16,4,0,1
0.010,1000,30,4,3,1,15
0.010,1000,50,2,5,0,854
0.010,1000,100,2,4,0,887
0.010,1000,200,7,5,1,1
0.010,1000,250,3,5,0,1
0.010,3000,30,6,15,1,1
0.010,3000,50,7,10,1,1
0.010,3000,100,8,13,1,1
0.010,3000,200,13,5,1,2
0.010,3000,250,17,3,1,3
0.010,6000,30,4,3,1,4
0.010,6000,50,6,10,1,2
0.010,6000,100,7,4,1,4
0.010,6000,200,7,12,1,8
0.010,6000,250,7,6,1,15
0.010,8000,30,4,3,1,15
0.010,8000,50,4,4,1,6
0.010,8000,100,9,2,1,11
0.010,8000,200,10,5,1,18
0.010,8000,250,7,5,1,36
0.010,8050,30,5,4,1,44
0.010,8050,50,7,2,1,9
0.010,8050,100,7,5,1,15
0.010,8050,200,7,2,1,31
0.010,8050,250,6,8,1,58
0.030,300,30,7,6,1,1
0.030,300,50,4,6,0,1
0.030,300,100,10,3,0,10
0.030,300,200,15,5,0,14
0.030,300,250,19,4,0,30
0.030,1000,30,6,2,1,57
0.030,1000,50,5,7,0,58
0.030,1000,100,5,5,1,816
0.030,1000,200,9,2,1,861
0.030,1000,250,15,4,1,1
0.030,3000,30,8,6,1,1
0.030,3000,50,7,3,1,1
0.030,3000,100,9,5,1,1
0.030,3000,200,17,2,1,1
0.030,3000,250,16,6,1,2
0.030,6000,30,7,4,1,3
0.030,6000,50,6,4,1,4
0.030,6000,100,11,3,1,2
0.030,6000,200,17,3,1,4
0.030,6000,250,14,4,1,6
0.030,8000,30,6,3,1,15
0.030,8000,50,5,6,1,19
0.030,8000,100,8,3,1,7
0.030,8000,200,10,2,1,11
0.030,8000,250,15,3,1,22
0.030,8050,30,4,3,1,39
0.030,8050,50,7,2,1,50
0.030,8050,100,11,3,1,11
0.030,8050,200,12,2,1,14
0.030,8050,250,15,4,1,29
0.070,300,30,5,3,1,58
0.070,300,50,10,2,1,1
0.070,300,100,12,5,0,12
0.070,300,200,23,3,1,9
0.070,300,250,31,3,1,15
0.070,1000,30,8,3,1,30
0.070,1000,50,6,2,1,58
0.070,1000,100,9,3,1,1
0.070,1000,200,18,3,1,12
0.070,1000,250,31,4,1,829
0.070,3000,30,7,3,1,883
0.070,3000,50,8,3,1,1
0.070,3000,100,7,5,1,1
0.070,3000,200,23,2,1,1
0.070,3000,250,25,3,1,1
0.070,6000,30,6,3,1,1
0.070,6000,50,9,3,1,2
0.070,6000,100,16,4,1,3
0.070,6000,200,22,3,1,4
0.070,6000,250,31,2,1,3
0.070,8000,30,11,3,1,3
0.070,8000,50,4,4,1,7
0.070,8000,100,7,3,1,13
0.070,8000,200,16,2,1,18
0.070,8000,250,26,2,1,6
0.070,8050,30,4,7,1,9
0.070,8050,50,7,4,1,18
0.070,8050,100,10,2,1,36
0.070,8050,200,22,2,1,50
0.070,8050,250,23,3,1,8
0.080,300,30,6,6,1,13
0.080,300,50,4,2,1,29
0.080,300,100,16,5,1,56
0.080,300,200,24,2,1,1
0.080,300,250,33,2,1,12
0.080,1000,30,7,3,1,10
0.080,1000,50,9,2,1,16
0.080,1000,100,12,3,1,30
0.080,1000,200,23,3,1,58
0.080,1000,250,19,2,1,1
0.080,3000,30,6,3,1,12
0.080,3000,50,9,3,1,826
0.080,3000,100,19,3,1,887
0.080,3000,200,23,4,1,1
0.080,3000,250,37,3,1,1
0.080,6000,30,5,3,1,1
0.080,6000,50,8,4,1,1
0.080,6000,100,19,5,1,1
0.080,6000,200,17,4,1,2
0.080,6000,250,25,4,1,3
0.080,8000,30,4,3,1,4
0.080,8000,50,9,3,1,2
0.080,8000,100,7,2,1,4
0.080,8000,200,24,2,1,6
0.080,8000,250,27,2,1,14
0.080,8050,30,5,4,1,17
0.080,8050,50,10,2,1,6
0.080,8050,100,9,2,1,10
0.080,8050,200,22,2,1,21
0.080,8050,250,23,3,1,43
0.100,300,30,10,3,1,51
0.100,300,50,6,5,0,11
0.100,300,100,13,2,1,17
0.100,300,200,30,3,1,32
0.100,300,250,37,4,1,1
0.100,1000,30,7,2,1,5
0.100,1000,50,7,3,1,1
0.100,1000,100,18,3,1,19
0.100,1000,200,28,2,1,10
0.100,1000,250,21,2,1,14
0.100,3000,30,8,3,1,32
0.100,3000,50,11,5,1,1
0.100,3000,100,21,2,1,4
0.100,3000,200,33,6,1,1
0.100,3000,250,38,2,1,18
0.100,6000,30,7,3,1,875
0.100,6000,50,8,3,1,989
0.100,6000,100,15,4,1,1
0.100,6000,200,21,3,1,1
0.100,6000,250,26,2,1,2
0.100,8000,30,9,3,1,1
0.100,8000,50,11,2,1,1
0.100,8000,100,17,2,1,2
0.100,8000,200,24,2,1,4
0.100,8000,250,32,2,1,4
0.100,8050,30,5,3,1,2
0.100,8050,50,8,2,1,3
0.100,8050,100,11,2,1,6
0.100,8050,200,24,2,1,13
0.100,8050,250,34,2,1,17
0.007,300,30,2,3,0,6
0.007,300,50,4,10,0,9
0.007,300,100,8,3,1,18
0.007,300,200,11,8,0,37
0.007,300,250,14,5,0,49
0.007,1000,30,1,4,0,10
0.007,1000,50,1,4,0,15
0.007,1000,100,2,8,0,23
0.007,1000,200,6,3,0,1
0.007,1000,250,6,4,0,3
0.007,3000,30,3,13,0,1
0.007,3000,50,5,16,0,10
0.007,3000,100,9,16,1,9
0.007,3000,200,10,7,0,16
0.007,3000,250,15,19,0,29
0.007,6000,30,5,6,1,57
0.007,6000,50,4,6,1,1
0.007,6000,100,8,11,1,11
0.007,6000,200,8,12,1,867
0.007,6000,250,6,6,0,856
0.007,8000,30,4,5,1,1
0.007,8000,50,4,3,1,1
0.007,8000,100,6,3,1,1
0.007,8000,200,8,12,1,1
0.007,8000,250,4,3,1,1
0.007,8050,30,5,5,1,2
0.007,8050,50,5,10,1,3
0.007,8050,100,5,2,1,4
0.007,8050,200,3,5,0,3
0.007,8050,250,12,7,1,4
0.010,300,30,2,4,0,7
0.010,300,50,1,3,0,12
0.010,300,100,5,8,0,16
0.010,300,200,9,4,0,6
0.010,300,250,11,4,0,9
0.010,1000,30,2,2,0,19
0.010,1000,50,2,4,0,35
0.010,1000,100,8,2,1,51
0.010,1000,200,6,3,1,9
0.010,1000,250,9,3,0,15
0.010,3000,30,2,15,0,29
0.010,3000,50,8,11,1,56
0.010,3000,100,4,20,0,1
0.010,3000,200,12,12,1,12
0.010,3000,250,12,11,0,10
0.010,6000,30,6,3,1,15
0.010,6000,50,6,7,1,29
0.010,6000,100,8,7,1,58
0.010,6000,200,13,7,1,1
0.010,6000,250,12,8,1,12
0.010,8000,30,5,6,1,820
0.010,8000,50,5,4,1,885
0.010,8000,100,8,4,1,1
0.010,8000,200,12,3,1,1
0.010,8000,250,9,10,1,1
0.010,8050,30,5,8,1,1
0.010,8050,50,4,9,1,1
0.010,8050,100,6,7,1,2
0.010,8050,200,4,6,0,3
0.010,8050,250,9,4,1,4
0.030,300,30,1,4,0,2
0.030,300,50,5,5,1,4
0.030,300,100,8,3,0,7
0.030,300,200,16,2,1,12
0.030,300,250,18,5,0,15
0.030,1000,30,6,5,1,6
0.030,1000,50,4,3,1,10
0.030,1000,100,5,2,1,20
0.030,1000,200,11,4,1,36
0.030,1000,250,8,5,0,48
0.030,3000,30,4,8,1,9
0.030,3000,50,6,5,1,15
0.030,3000,100,9,4,1,29
0.030,3000,200,20,7,1,1
0.030,3000,250,21,7,1,1
0.030,6000,30,5,2,1,1
0.030,6000,50,5,2,1,17
0.030,6000,100,9,3,1,10
0.030,6000,200,16,3,1,15
0.030,6000,250,18,4,1,31
0.030,8000,30,4,3,1,1
0.030,8000,50,6,4,1,4
0.030,8000,100,8,8,1,1
0.030,8000,200,16,3,1,19
0.030,8000,250,12,2,1,827
0.030,8050,30,5,2,1,1
0.030,8050,50,5,2,1,1
0.030,8050,100,5,7,1,1
0.030,8050,200,12,7,1,2
0.030,8050,250,14,2,1,1
0.070,300,30,4,6,0,1
0.070,300,50,7,2,1,2
0.070,300,100,13,3,1,4
0.070,300,200,24,5,1,5
0.070,300,250,24,3,1,2
0.070,1000,30,5,2,1,4
0.070,1000,50,7,2,1,8
0.070,1000,100,12,2,1,14
0.070,1000,200,14,2,0,14
0.070,1000,250,20,3,1,7
0.070,3000,30,6,4,1,10
0.070,3000,50,7,5,1,20
0.070,3000,100,17,5,1,41
0.070,3000,200,22,6,1,48
0.070,3000,250,26,4,1,10
0.070,6000,30,6,2,1,15
0.070,6000,50,7,2,1,32
0.070,6000,100,12,3,1,1
0.070,6000,200,17,2,1,2
0.070,6000,250,28,3,1,1
0.070,8000,30,5,3,1,13
0.070,8000,50,8,4,1,10
,,,,,,17
,,,,,,28
,,,,,,55
,,,,,,1
,,,,,,3
,,,,,,815
,,,,,,993
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,2
,,,,,,4
,,,,,,4
,,,,,,2
,,,,,,4
,,,,,,7
,,,,,,15
,,,,,,18
,,,,,,6
,,,,,,9
,,,,,,21
,,,,,,40
,,,,,,48
,,,,,,10
,,,,,,16
,,,,,,30
,,,,,,1
,,,,,,2
,,,,,,1
,,,,,,10
,,,,,,11
,,,,,,17
,,,,,,29
,,,,,,1
,,,,,,11
,,,,,,1
,,,,,,18
,,,,,,922
,,,,,,959
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,2
,,,,,,3
,,,,,,5
,,,,,,3
,,,,,,4
,,,,,,6
,,,,,,14
,,,,,,19
,,,,,,7
,,,,,,11
,,,,,,21
,,,,,,40
,,,,,,52
,,,,,,10
,,,,,,18
,,,,,,29
,,,,,,1
,,,,,,1
,,,,,,14
,,,,,,10
,,,,,,16
,,,,,,27
,,,,,,48
,,,,,,1
,,,,,,15
,,,,,,841
,,,,,,920
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,2
,,,,,,4
,,,,,,5
,,,,,,3
,,,,,,4
,,,,,,8
,,,,,,14
,,,,,,18
,,,,,,6
,,,,,,10
,,,,,,19
,,,,,,37
,,,,,,48
,,,,,,10
,,,,,,16
,,,,,,35
,,,,,,1
,,,,,,4
,,,,,,1
,,,,,,6
,,,,,,10
,,,,,,15
,,,,,,31
,,,,,,1
,,,,,,4
,,,,,,1
,,,,,,16
,,,,,,923
,,,,,,940
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,2
,,,,,,3
,,,,,,4
,,,,,,3
,,,,,,4
,,,,,,7
,,,,,,14
,,,,,,18
,,,,,,6
,,,,,,10
,,,,,,19
,,,,,,43
,,,,,,50
,,,,,,10
,,,,,,16
,,,,,,30
,,,,,,53
,,,,,,1
,,,,,,12
,,,,,,10
,,,,,,17
,,,,,,31
,,,,,,1
,,,,,,3
,,,,,,1
,,,,,,19
,,,,,,855
,,,,,,923
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,2
,,,,,,4
,,,,,,4
,,,,,,2
,,,,,,3
,,,,,,7
,,,,,,13
,,,,,,17
,,,,,,6
,,,,,,11
,,,,,,21
,,,,,,40
,,,,,,50
,,,,,,10
,,,,,,16
,,,,,,32
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,16
,,,,,,12
,,,,,,12
,,,,,,30
,,,,,,59
,,,,,,1
,,,,,,16
,,,,,,867
,,,,,,873
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,2
,,,,,,4
,,,,,,4
,,,,,,2
,,,,,,3
,,,,,,7
,,,,,,14
,,,,,,18
,,,,,,7
,,,,,,11
,,,,,,19
,,,,,,32
,,,,,,48
,,,,,,11
,,,,,,13
,,,,,,32
,,,,,,1
,,,,,,3
,,,,,,1
,,,,,,19
,,,,,,9
,,,,,,16
,,,,,,32
,,,,,,1
,,,,,,4
,,,,,,1
,,,,,,21
,,,,,,861
,,,,,,911
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,2
,,,,,,3
,,,,,,5
,,,,,,3
,,,,,,4
,,,,,,7
,,,,,,15
,,,,,,17
,,,,,,7
,,,,,,10
,,,,,,20
,,,,,,40
,,,,,,53
,,,,,,10
,,,,,,17
,,,,,,25
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,17
,,,,,,10
,,,,,,17
,,,,,,30
,,,,,,1
,,,,,,6
,,,,,,1
,,,,,,14
,,,,,,938
,,,,,,862
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,2
,,,,,,4
,,,,,,4
,,,,,,3
,,,,,,4
,,,,,,7
,,,,,,15
,,,,,,16
,,,,,,7
,,,,,,10
,,,,,,20
,,,,,,32
,,,,,,51
,,,,,,10
,,,,,,16
,,,,,,33
,,,,,,1
,,,,,,5
,,,,,,1
,,,,,,12
,,,,,,10
,,,,,,16
,,,,,,29
,,,,,,58
,,,,,,1
,,,,,,5
,,,,,,836
,,,,,,858
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,2
,,,,,,3
,,,,,,4
,,,,,,2
,,,,,,4
,,,,,,7
,,,,,,14
,,,,,,15
,,,,,,5
,,,,,,11
,,,,,,19
,,,,,,35
,,,,,,53
,,,,,,9
,,,,,,15
,,,,,,33
,,,,,,1
,,,,,,4
,,,,,,1
,,,,,,18
,,,,,,11
,,,,,,16
,,,,,,31
,,,,,,1
,,,,,,2
,,,,,,1
,,,,,,19
,,,,,,885
,,,,,,952
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,1
,,,,,,2
,,,,,,4
,,,,,,5
,,,,,,3
,,,,,,5
,,,,,,9
,,,,,,14
,,,,,,20
,,,,,,8
,,,,,,11
,,,,,,14
,,,,,,42
,,,,,,52
,,,,,,10
,,,,,,16
