MiningPower,NON,Height,Onchain,Orphan,BuildTime
0.007,1000,100,1,1,15
0.007,1000,200,1,0,864
0.007,1000,250,3,0,999
0.007,3000,30,0,0,1
0.007,3000,50,0,1,2
0.007,3000,100,3,1,2
0.007,3000,200,1,1,1
0.007,3000,250,2,0,2
0.007,6000,30,1,0,3
0.007,6000,50,0,3,6
0.007,6000,100,1,0,7
0.007,6000,200,0,1,3
0.007,6000,250,0,1,6
0.007,8000,30,0,0,12
0.007,8000,50,0,1,21
0.007,8000,100,0,0,26
0.007,8050,30,0,0,9
0.007,8050,50,0,0,14
0.007,8050,100,1,0,31
0.010,300,30,0,0,59
0.010,300,50,0,1,1
0.010,300,100,0,1,10
0.010,300,200,1,2,14
0.010,300,250,0,1,23
0.010,1000,30,0,0,47
0.010,1000,50,0,0,1
0.010,1000,100,3,2,29
0.010,1000,200,3,1,12
0.010,1000,250,3,1,24
0.010,3000,30,0,0,45
0.010,3000,50,1,0,1
0.010,3000,100,0,0,31
0.010,3000,200,1,2,1
0.010,3000,250,0,2,1
0.010,6000,30,0,1,1
0.010,6000,50,1,2,2
0.010,6000,100,0,1,2
0.010,6000,200,1,2,1
0.010,6000,250,0,1,2
0.010,8000,30,0,0,3
0.010,8000,50,0,1,6
0.010,8000,100,1,1,7
0.010,8000,200,0,1,3
0.010,8050,30,1,0,5
0.010,8050,50,1,0,10
0.010,8050,100,1,1,22
0.010,8050,200,1,1,22
0.030,300,30,1,0,9
0.030,300,50,0,1,15
0.030,300,100,1,5,31
0.030,300,200,0,3,59
0.030,300,250,0,10,12
0.030,1000,30,1,2,21
0.030,1000,50,2,0,43
0.030,1000,100,6,0,15
0.030,1000,200,3,1,24
0.030,1000,250,8,4,37
0.030,3000,30,0,0,935
0.030,3000,50,0,1,1
0.030,3000,100,0,2,1
0.030,3000,200,4,8,2
0.030,3000,250,2,4,2
0.030,6000,30,0,1,1
0.030,6000,50,0,1,2
0.030,6000,100,0,0,2
0.030,6000,200,3,8,5
0.030,6000,250,2,6,6
0.030,8000,30,1,0,4
0.030,8000,50,0,2,6
0.030,8000,100,0,3,10
0.030,8000,200,2,10,21
0.030,8050,30,0,0,28
0.030,8050,50,0,0,10
0.030,8050,100,5,1,17
0.030,8050,200,5,4,26
0.070,300,30,0,1,54
0.070,300,50,1,5,18
0.070,300,100,1,5,22
0.070,300,200,1,11,44
0.070,300,250,9,13,14
0.070,1000,30,2,1,25
0.070,1000,50,0,0,44
0.070,1000,100,6,5,1
0.070,1000,200,6,4,17
0.070,1000,250,22,7,888
0.070,3000,30,0,1,1
0.070,3000,50,5,1,1
0.070,3000,100,6,2,1
0.070,3000,200,7,9,2
0.070,3000,250,6,7,1
0.070,6000,30,0,1,1
0.070,6000,50,2,2,3
0.070,6000,100,5,5,5
0.070,6000,200,4,8,6
0.070,6000,250,9,11,3
0.070,8000,30,0,4,5
0.070,8000,50,0,5,10
0.070,8000,100,2,2,20
0.070,8050,30,0,1,25
0.070,8050,50,3,0,10
0.070,8050,100,1,3,12
0.070,8050,200,14,2,28
0.080,300,30,0,4,1
0.080,300,50,0,4,1
0.080,300,100,0,9,11
0.080,300,200,2,7,15
0.080,300,250,1,13,23
0.080,1000,30,2,0,43
0.080,1000,50,3,1,1
0.080,1000,100,3,4,24
0.080,1000,200,17,3,14
0.080,1000,250,17,4,21
0.080,3000,30,0,0,50
0.080,3000,50,1,2,1
0.080,3000,100,2,4,21
0.080,3000,200,13,14,923
0.080,3000,250,6,9,1
0.080,6000,30,0,0,1
0.080,6000,50,0,2,1
0.080,6000,100,2,4,2
0.080,6000,200,2,11,1
0.080,6000,250,9,6,1
0.080,8000,30,0,3,3
0.080,8000,50,0,4,5
0.080,8000,100,8,3,6
0.080,8050,30,4,1,3
0.080,8050,50,1,2,6
0.080,8050,100,6,7,11
0.080,8050,200,14,4,18
0.100,300,30,0,0,24
0.100,300,50,0,2,10
0.100,300,100,4,6,16
0.100,300,200,12,11,31
0.100,300,250,6,21,59
0.100,1000,30,1,3,1
0.100,1000,50,5,4,13
0.100,1000,100,3,4,16
0.100,1000,200,16,7,23
0.100,1000,250,20,11,44
0.100,3000,30,0,0,1
0.100,3000,50,0,4,29
0.100,3000,100,8,5,14
0.100,3000,200,8,7,23
0.100,3000,250,9,14,43
0.100,6000,30,1,2,1
0.100,6000,50,3,1,29
0.100,6000,100,4,6,1
0.100,6000,200,11,15,1
0.100,6000,250,17,11,1
0.100,8000,30,4,2,2
0.100,8000,50,0,0,2
0.100,8000,100,4,7,1
0.100,8050,30,3,0,2
0.100,8050,50,5,4,3
0.100,8050,100,2,1,5
0.100,8050,200,12,6,6
0.007,300,30,0,0,3
0.007,300,50,0,0,6
0.007,300,100,0,1,11
0.007,300,200,1,1,20
0.007,300,250,0,0,26
0.007,1000,30,0,0,10
0.007,1000,50,0,0,15
0.007,1000,100,0,0,29
0.007,1000,200,7,2,1
0.007,1000,250,3,2,2
0.007,3000,30,0,0,1
0.007,3000,50,0,0,10
0.007,3000,100,0,0,11
0.007,3000,200,1,1,23
0.007,3000,250,0,0,36
0.007,6000,30,0,0,1
0.007,6000,50,1,0,21
0.007,6000,100,0,0,15
0.007,6000,200,2,1,19
0.007,6000,250,0,0,39
0.007,8000,30,0,0,1
0.007,8000,50,0,1,21
0.007,8000,100,0,1,882
0.007,8050,30,0,0,1
0.007,8050,50,0,0,1
0.007,8050,100,1,0,2
0.010,300,30,0,0,2
0.010,300,50,0,0,1
0.010,300,100,0,0,1
0.010,300,200,0,1,3
0.010,300,250,0,5,5
0.010,1000,30,0,0,6
0.010,1000,50,0,0,4
0.010,1000,100,1,0,5
0.010,1000,200,4,1,10
0.010,1000,250,5,0,22
0.010,3000,30,0,0,27
0.010,3000,50,0,0,9
0.010,3000,100,0,0,15
0.010,3000,200,1,2,30
0.010,3000,250,2,0,1
0.010,6000,30,0,0,6
0.010,6000,50,0,0,15
0.010,6000,100,2,2,19
0.010,6000,200,2,3,37
0.010,8000,30,0,0,1
0.010,8000,50,0,1,22
0.010,8000,100,0,2,12
0.010,8050,30,0,1,20
0.010,8050,50,1,0,37
0.010,8050,100,0,0,1
0.010,8050,200,0,1,27
0.030,300,30,0,0,894
0.030,300,50,1,3,1
0.030,300,100,0,1,1
0.030,300,200,0,3,1
0.030,300,250,2,5,2
0.030,1000,30,1,0,1
0.030,1000,50,1,1,1
0.030,1000,100,2,2,3
0.030,1000,200,3,2,5
0.030,1000,250,9,5,6
0.030,3000,30,0,0,3
0.030,3000,50,0,1,5
0.030,3000,100,0,0,10
0.030,3000,200,4,3,20
0.030,3000,250,4,3,22
0.030,6000,30,1,0,10
0.030,6000,50,2,1,16
0.030,6000,100,3,2,28
0.030,6000,200,3,3,58
0.030,6000,250,3,6,14
0.030,8000,30,0,1,25
0.030,8000,50,0,1,50
0.030,8000,100,0,4,1
0.030,8000,200,1,4,28
0.030,8050,30,0,0,14
0.030,8050,50,1,0,20
0.030,8050,100,3,1,43
0.070,300,30,0,2,1
0.070,300,50,0,2,1
0.070,300,100,0,6,1
0.070,300,200,2,10,2
0.070,300,250,6,7,2
0.070,1000,30,2,0,1
0.070,1000,50,3,3,1
0.070,1000,100,4,2,3
0.070,1000,200,11,11,5
0.070,1000,250,14,3,6
0.070,3000,30,0,3,3
0.070,3000,50,0,2,5
0.070,3000,100,4,3,10
0.070,3000,200,4,9,20
0.070,3000,250,13,13,25
0.070,6000,30,0,1,8
0.070,6000,50,1,2,14
0.070,6000,100,3,4,31
0.070,6000,200,8,5,56
0.070,6000,250,11,12,1
0.070,8000,30,0,1,6
0.070,8000,50,0,6,14
0.070,8000,100,3,2,23
0.070,8000,200,1,14,41
0.070,8050,30,0,0,1
0.070,8050,50,6,1,25
0.070,8050,100,10,3,13
0.070,8050,200,13,0,22
0.080,300,30,0,0,43
0.080,300,50,0,3,1
0.080,300,100,2,7,17
0.080,300,200,8,14,928
0.080,300,250,7,12,1
0.080,1000,30,5,1,1
0.080,1000,50,5,4,1
0.080,1000,100,7,1,2
0.080,1000,200,12,2,1
0.080,1000,250,17,6,2
0.080,3000,30,1,0,3
0.080,3000,50,2,2,5
0.080,3000,100,2,7,6
0.080,3000,200,6,13,3
0.080,3000,250,12,15,6
0.080,6000,30,2,0,10
0.080,6000,50,7,3,20
0.080,6000,100,4,8,23
0.080,6000,200,14,10,7
0.080,8000,30,0,2,15
0.080,8000,50,0,6,26
0.080,8000,100,0,12,53
0.080,8050,30,1,0,1
0.080,8050,50,2,0,6
0.080,8050,100,5,5,16
0.100,300,30,0,2,17
0.100,300,50,0,3,42
0.100,300,100,6,7,14
0.100,300,200,0,17,22
0.100,300,250,7,18,42
0.100,1000,30,1,2,899
0.100,1000,50,5,2,1
0.100,1000,100,14,2,1
0.100,1000,200,23,4,2
0.100,1000,250,12,11,2
0.100,3000,30,0,1,1
0.100,3000,50,2,1,1
0.100,3000,100,3,5,3
0.100,3000,200,8,12,5
0.100,3000,250,6,19,6
0.100,6000,30,0,5,4
0.100,6000,50,1,4,6
0.100,6000,100,3,5,11
0.100,6000,200,10,15,21
0.100,8000,30,1,3,23
0.100,8000,50,0,6,10
0.100,8000,100,1,7,15
0.100,8050,30,2,0,29
0.100,8050,50,4,2,55
0.100,8050,100,12,3,1
0.007,300,30,0,0,13
0.007,300,50,0,0,16
0.007,300,100,0,1,21
0.007,300,200,0,3,42
0.007,300,250,0,0,1
0.007,1000,30,1,0,29
0.007,1000,50,0,0,14
0.007,1000,100,1,0,24
0.007,1000,200,3,2,39
0.007,1000,250,5,0,1
0.007,3000,30,0,0,19
0.007,3000,50,0,0,941
0.007,3000,100,0,1,1
0.007,3000,200,0,0,1
0.007,3000,250,5,1,1
0.007,6000,30,1,0,2
0.007,6000,50,0,0,1
0.007,6000,100,1,0,1
0.007,6000,200,0,1,3
0.007,6000,250,2,3,5
0.007,8000,30,0,0,6
0.007,8000,50,0,2,3
0.007,8000,100,0,1,6
0.007,8000,200,1,1,10
0.007,8050,30,0,0,17
0.007,8050,50,0,0,27
0.007,8050,100,1,0,10
0.010,300,30,0,0,16
0.010,300,50,1,0,27
0.010,300,100,0,1,56
0.010,300,200,0,3,1
0.010,300,250,1,5,5
0.010,1000,30,0,0,14
0.010,1000,50,0,3,25
0.010,1000,100,1,0,39
0.010,1000,200,1,2,1
0.010,1000,250,8,1,25
0.010,3000,30,0,0,13
0.010,3000,50,0,0,19
0.010,3000,100,0,0,34
0.010,3000,200,2,0,1
0.010,3000,250,2,3,21
0.010,6000,30,0,1,883
0.010,6000,50,0,1,1
0.010,6000,100,0,1,1
0.010,6000,200,1,0,1
0.010,6000,250,1,2,2
0.010,8000,30,0,1,1
0.010,8000,50,0,1,1
0.010,8000,100,0,3,3
0.010,8000,200,1,1,5
0.010,8050,30,0,0,6
0.010,8050,50,1,0,3
0.010,8050,100,1,0,5
0.010,8050,200,1,0,10
0.030,300,30,0,2,19
0.030,300,50,0,0,24
0.030,300,100,0,6,9
0.030,300,200,2,5,14
0.030,300,250,1,6,30
0.030,1000,30,2,0,1
0.030,1000,50,3,0,3
0.030,1000,100,3,1,1
0.030,1000,200,8,1,5
0.030,1000,250,12,4,15
0.030,3000,30,1,3,22
0.030,3000,50,1,0,45
0.030,3000,100,2,5,11
0.030,3000,200,3,4,22
0.030,3000,250,4,9,42
0.030,6000,30,0,1,1
0.030,6000,50,1,2,978
0.030,6000,100,1,0,1
0.030,6000,200,3,3,1
0.030,6000,250,2,3,1
0.030,8000,30,0,1,2
0.030,8000,50,0,1,1
0.030,8000,100,1,1,1
0.030,8000,200,0,1,2
0.030,8050,30,1,3,5
0.030,8050,50,1,0,6
0.030,8050,100,1,2,3
0.030,8050,200,6,1,6
0.070,300,30,0,1,10
0.070,300,50,2,2,19
0.070,300,100,0,2,23
0.070,300,200,1,9,9
0.070,300,250,3,15,13
0.070,1000,30,2,0,27
0.070,1000,50,1,0,58
0.070,1000,100,3,2,1
0.070,1000,200,14,11,10
0.070,1000,250,17,4,16
0.070,3000,30,1,3,19
0.070,3000,50,2,0,40
0.070,3000,100,5,8,13
0.070,3000,200,7,7,21
0.070,3000,250,9,13,40
0.070,6000,30,0,1,1
0.070,6000,50,1,3,20
0.070,6000,100,4,5,1
0.070,6000,200,6,12,1
0.070,6000,250,4,9,1
0.070,8000,30,0,1,1
0.070,8000,50,0,4,2
0.070,8000,100,3,9,1
0.070,8050,30,6,1,1
0.070,8050,50,0,2,3
0.070,8050,100,4,0,5
0.070,8050,200,13,9,6
0.080,300,30,2,3,3
0.080,300,50,2,3,5
0.080,300,100,0,5,10
0.080,300,200,4,11,19
0.080,300,250,5,20,26
0.080,1000,30,3,0,10
0.080,1000,50,4,1,14
0.080,1000,100,8,1,22
0.080,1000,200,16,5,55
0.080,1000,250,17,7,1
0.080,3000,30,0,2,5
0.080,3000,50,0,2,14
0.080,3000,100,2,5,25
0.080,3000,200,13,5,46
0.080,3000,250,12,9,12
0.080,6000,30,0,1,22
0.080,6000,50,3,3,41
0.080,6000,100,5,7,1
0.080,6000,200,8,8,17
0.080,6000,250,5,12,962
0.080,8000,30,2,0,1
0.080,8000,50,0,2,1
0.080,8000,100,1,5,1
0.080,8000,200,1,17,2
0.080,8050,30,0,3,1
0.080,8050,50,7,0,2
0.080,8050,100,6,3,3
0.080,8050,200,14,3,6
0.100,300,30,1,3,6
0.100,300,50,2,4,3
0.100,300,100,2,7,5
0.100,300,200,4,15,10
0.100,300,250,5,20,20
0.100,1000,30,3,1,25
0.100,1000,50,2,4,9
0.100,1000,100,5,5,14
0.100,1000,200,8,5,29
0.100,1000,250,14,13,51
0.100,3000,30,0,1,1
0.100,3000,50,5,2,6
0.100,3000,100,4,8,13
0.100,3000,200,9,15,26
0.100,3000,250,12,10,44
0.100,6000,30,2,2,14
0.100,6000,50,5,3,20
0.100,6000,100,7,4,38
0.100,6000,200,10,6,901
0.100,6000,250,11,17,1
0.100,8000,30,1,1,1
0.100,8000,50,0,4,2
0.100,8000,100,0,12,2
0.100,8050,30,3,1,1
0.100,8050,50,1,6,1
0.100,8050,100,8,2,2
0.100,8050,200,10,7,5
0.007,300,30,0,0,6
0.007,300,50,0,0,3
0.007,300,100,0,0,5
0.007,300,200,0,2,9
0.007,300,250,0,3,19
0.007,1000,30,0,0,22
0.007,1000,50,3,0,9
0.007,1000,100,3,0,15
0.007,1000,200,0,0,28
0.007,1000,250,4,0,55
0.007,3000,30,0,0,11
0.007,3000,50,0,0,22
0.007,3000,100,0,0,39
0.007,3000,200,3,0,15
0.007,3000,250,1,3,21
0.007,6000,30,0,0,39
0.007,6000,50,1,0,1
0.007,6000,100,1,0,12
0.007,6000,200,1,0,871
0.007,8000,30,0,0,1
0.007,8000,50,0,0,1
0.007,8000,100,2,1,2
0.007,8000,200,1,6,2
0.007,8050,30,0,0,1
0.007,8050,50,1,0,1
0.007,8050,100,0,1,3
0.010,300,30,0,0,5
0.010,300,50,0,1,6
0.010,300,100,0,1,3
0.010,300,200,0,2,5
0.010,300,250,0,1,8
0.010,1000,30,0,0,19
0.010,1000,50,0,0,26
0.010,1000,100,0,0,9
0.010,1000,200,3,1,17
0.010,1000,250,3,1,29
0.010,3000,30,0,0,51
0.010,3000,50,0,1,1
0.010,3000,100,0,0,13
0.010,3000,200,1,2,14
0.010,3000,250,2,2,20
0.010,6000,30,0,0,42
0.010,6000,50,0,0,1
0.010,6000,100,0,0,23
0.010,6000,200,0,2,13
0.010,6000,250,0,4,20
0.010,8000,30,0,0,39
0.010,8000,50,0,0,865
0.010,8000,100,0,1,945
0.010,8000,200,0,5,1
0.010,8050,30,0,0,2
0.010,8050,50,0,0,2
0.010,8050,100,1,0,1
0.010,8050,200,0,3,1
0.030,300,30,0,0,3
0.030,300,50,0,1,5
0.030,300,100,1,1,6
0.030,300,200,0,6,3
0.030,300,250,0,1,5
0.030,1000,30,1,1,9
0.030,1000,50,0,0,20
0.030,1000,100,8,2,24
0.030,1000,200,2,2,10
0.030,1000,250,5,3,14
0.030,3000,30,0,0,27
0.030,3000,50,0,2,59
0.030,3000,100,3,0,1
0.030,3000,200,3,4,3
0.030,3000,250,1,8,14
0.030,6000,30,0,0,26
0.030,6000,50,0,1,46
0.030,6000,100,0,2,1
0.030,6000,200,3,4,22
0.030,6000,250,1,5,13
0.030,8000,30,0,1,19
0.030,8000,50,1,1,41
0.030,8000,100,0,2,1
0.030,8000,200,0,1,18
0.030,8050,30,1,1,915
0.030,8050,50,0,0,959
0.030,8050,100,2,2,1
0.030,8050,200,0,2,2
0.070,300,30,0,3,2
0.070,300,50,0,2,1
0.070,300,100,2,2,1
0.070,300,200,1,10,3
0.070,300,250,5,11,5
0.070,1000,30,0,0,7
0.070,1000,50,0,2,3
0.070,1000,100,6,2,5
0.070,1000,200,10,4,11
0.070,1000,250,14,8,19
0.070,3000,30,2,4,23
0.070,3000,50,2,3,10
0.070,3000,100,5,9,15
0.070,3000,200,10,12,28
0.070,3000,250,5,11,53
0.070,6000,30,0,0,13
0.070,6000,50,3,4,24
0.070,6000,100,2,5,42
0.070,6000,200,14,5,13
0.070,8000,30,1,0,20
0.070,8000,50,1,2,43
0.070,8000,100,2,7,876
0.070,8000,200,5,13,1
0.070,8050,30,4,1,1
0.070,8050,50,1,1,1
0.070,8050,100,8,3,2
0.070,8050,200,11,1,1
0.080,300,30,0,3,2
0.080,300,50,2,6,3
0.080,300,100,0,7,5
0.080,300,200,4,14,6
0.080,300,250,5,16,3
0.080,1000,30,3,0,5
0.080,1000,50,2,1,10
0.080,1000,100,3,2,22
0.080,1000,200,9,9,25
0.080,1000,250,15,9,10
0.080,3000,30,2,2,16
0.080,3000,50,1,1,30
0.080,3000,100,1,4,44
0.080,3000,200,10,3,16
0.080,3000,250,9,12,25
0.080,6000,30,1,0,41
0.080,6000,50,0,0,13
0.080,6000,100,4,4,22
0.080,6000,200,16,9,33
0.080,6000,250,10,15,881
0.080,8000,30,0,0,952
0.080,8000,50,0,1,1
0.080,8000,100,2,5,1
0.080,8000,200,6,8,2
0.080,8050,30,5,1,1
0.080,8050,50,5,2,1
0.080,8050,100,7,5,3
0.100,300,30,0,2,5
0.100,300,50,1,1,6
0.100,300,100,7,5,3
0.100,300,200,9,12,5
0.100,300,250,9,19,10
0.100,1000,30,4,1,19
0.100,1000,50,1,4,26
0.100,1000,100,7,5,10
0.100,1000,200,10,4,16
0.100,1000,250,19,10,27
0.100,3000,30,2,0,54
0.100,3000,50,2,1,1
0.100,3000,100,2,7,6
0.100,3000,200,8,6,14
0.100,3000,250,14,14,22
0.100,6000,30,2,2,43
0.100,6000,50,0,3,1
0.100,6000,100,7,4,20
0.100,6000,200,14,9,13
0.100,6000,250,19,13,20
0.100,8000,30,0,4,39
0.100,8000,50,1,1,898
0.100,8000,100,0,8,955
0.100,8050,30,2,0,1
0.100,8050,50,3,4,1
0.100,8050,100,10,3,2
0.100,8050,200,21,6,1
0.007,300,30,0,0,1
0.007,300,50,0,0,3
0.007,300,100,0,0,6
0.007,300,200,0,1,6
0.007,300,250,0,2,3
0.007,1000,30,2,0,5
0.007,1000,50,0,0,10
0.007,1000,100,2,0,19
0.007,1000,200,1,0,26
0.007,1000,250,5,1,9
0.007,3000,30,0,0,15
0.007,3000,50,2,0,27
0.007,3000,100,1,1,55
0.007,3000,200,1,1,1
0.007,3000,250,1,1,1
0.007,6000,30,0,0,14
0.007,6000,50,0,0,24
0.007,6000,100,0,0,42
0.007,6000,200,1,1,1
0.007,6000,250,3,0,30
0.007,8000,30,0,0,14
0.007,8000,50,0,2,18
0.007,8000,100,0,1,43
0.007,8050,30,0,0,1
0.007,8050,50,0,0,23
0.007,8050,100,0,0,985
0.007,8050,200,0,1,941
0.010,300,30,0,0,1
0.010,300,50,0,0,1
0.010,300,100,0,3,2
0.010,300,200,1,2,1
0.010,300,250,1,0,2
0.010,1000,30,0,0,3
0.010,1000,50,0,0,5
0.010,1000,100,2,0,7
0.010,1000,200,1,1,3
0.010,1000,250,5,0,5
0.010,3000,30,1,0,10
0.010,3000,50,0,1,19
0.010,3000,100,0,1,25
0.010,3000,200,0,0,9
0.010,3000,250,2,0,15
0.010,6000,30,1,0,25
0.010,6000,50,0,0,57
0.010,6000,100,0,1,59
0.010,6000,200,2,0,16
0.010,6000,250,2,1,23
0.010,8000,30,0,0,47
0.010,8000,50,0,0,1
0.010,8000,100,0,2,19
0.010,8050,30,1,0,12
0.010,8050,50,0,1,22
0.010,8050,100,1,0,37
0.010,8050,200,0,1,1
0.030,300,30,0,1,14
0.030,300,50,0,3,861
0.030,300,100,0,2,1
0.030,300,200,3,5,1
0.030,300,250,0,2,2
0.030,1000,30,0,0,2
0.030,1000,50,1,3,1
0.030,1000,100,4,2,2
0.030,1000,200,9,3,3
0.030,1000,250,11,3,5
0.030,3000,30,0,0,6
0.030,3000,50,0,0,3
0.030,3000,100,3,2,5
0.030,3000,200,5,5,10
0.030,3000,250,4,6,19
0.030,6000,30,2,1,24
0.030,6000,50,2,1,8
0.030,6000,100,2,2,15
0.030,6000,200,6,5,29
0.030,8000,30,1,0,52
0.030,8000,50,0,0,1
0.030,8000,100,0,3,7
0.030,8000,200,4,5,14
0.030,8050,30,1,0,19
0.030,8050,50,1,0,48
0.030,8050,100,4,0,12
0.030,8050,200,3,1,23
0.070,300,30,0,1,35
0.070,300,50,0,2,1
0.070,300,100,4,2,16
0.070,300,200,5,6,895
0.070,300,250,8,14,1
0.070,1000,30,2,1,1
0.070,1000,50,2,1,1
0.070,1000,100,3,3,2
0.070,1000,200,9,4,1
0.070,1000,250,10,3,1
0.070,3000,30,0,1,3
0.070,3000,50,2,3,5
0.070,3000,100,2,4,6
0.070,3000,200,3,10,3
0.070,3000,250,9,13,6
0.070,6000,30,1,2,10
0.070,6000,50,5,0,19
0.070,6000,100,0,5,22
0.070,6000,200,5,9,9
0.070,8000,30,0,0,16
0.070,8000,50,0,1,28
0.070,8000,100,5,6,57
0.070,8000,200,2,6,1
0.070,8050,30,1,0,9
0.070,8050,50,1,3,13
0.070,8050,100,5,2,22
0.070,8050,200,7,5,41
0.080,300,30,1,1,1
0.080,300,50,2,1,28
0.080,300,100,2,7,13
0.080,300,200,5,5,18
0.080,300,250,4,13,39
0.080,1000,30,0,2,1
0.080,1000,50,1,2,16
0.080,1000,100,6,3,937
0.080,1000,200,3,9,974
0.080,1000,250,14,11,1
0.080,3000,30,1,1,2
0.080,3000,50,1,3,2
0.080,3000,100,2,5,1
0.080,3000,200,8,9,1
0.080,3000,250,6,11,3
0.080,6000,30,0,2,5
0.080,6000,50,0,2,7
0.080,6000,100,5,7,3
0.080,6000,200,5,14,5
0.080,6000,250,9,10,10
0.080,8000,30,0,1,21
0.080,8000,50,0,7,25
0.080,8000,100,0,10,9
0.080,8000,200,5,11,14
0.080,8050,30,1,1,29
0.080,8050,50,5,1,55
0.080,8050,100,12,1,1
0.080,8050,200,16,7,8
0.100,300,30,1,1,15
0.100,300,50,2,6,25
0.100,300,100,3,7,44
0.100,300,200,6,17,14
0.100,300,250,10,14,22
0.100,1000,30,3,2,38
0.100,1000,50,8,2,1
0.100,1000,100,9,1,14
0.100,1000,200,13,10,870
0.100,1000,250,22,10,966
0.100,3000,30,0,1,1
0.100,3000,50,1,3,2
0.100,3000,100,8,5,2
0.100,3000,200,11,4,1
0.100,3000,250,5,8,1
0.100,6000,30,0,1,3
0.100,6000,50,0,0,5
0.100,6000,100,4,7,6
0.100,6000,200,7,15,3
0.100,6000,250,11,13,6
0.100,8000,30,0,3,10
0.100,8000,50,0,6,20
0.100,8000,100,0,8,23
0.100,8000,200,1,15,9
0.100,8050,30,0,0,15
0.100,8050,50,1,2,29
0.100,8050,100,19,3,56
0.007,300,30,0,1,13
0.007,300,50,0,0,18
0.007,300,100,0,0,43
0.007,300,200,0,0,1
0.007,300,250,0,1,25
0.007,1000,30,0,0,13
0.007,1000,50,1,0,20
0.007,1000,100,1,0,32
0.007,1000,200,2,2,871
0.007,1000,250,1,0,1
0.007,3000,30,0,0,1
0.007,3000,50,0,2,1
0.007,3000,100,0,1,2
0.007,3000,200,2,0,1
0.007,3000,250,1,2,1
0.007,6000,30,0,0,3
0.007,6000,50,0,0,5
0.007,6000,100,0,1,6
0.007,6000,200,0,1,3
0.007,6000,250,2,1,5
0.007,8000,30,0,1,10
0.007,8000,50,0,0,19
0.007,8000,100,0,0,25
0.007,8000,200,0,0,9
0.007,8050,30,0,0,15
0.007,8050,50,0,0,29
0.007,8050,100,0,0,49
0.007,8050,200,1,2,1
0.010,300,30,0,0,14
0.010,300,50,0,0,14
0.010,300,100,0,0,18
0.010,300,200,0,2,44
0.010,300,250,0,0,1
0.010,1000,30,1,0,17
0.010,1000,50,0,0,13
0.010,1000,100,0,0,21
0.010,1000,200,3,0,38
0.010,1000,250,5,0,1
0.010,3000,30,2,0,13
0.010,3000,50,0,1,873
0.010,3000,100,1,0,1
0.010,3000,200,2,1,1
0.010,3000,250,2,0,1
0.010,6000,30,0,0,2
0.010,6000,50,0,0,1
0.010,6000,100,0,0,1
0.010,6000,200,0,1,3
0.010,8000,30,0,1,5
0.010,8000,50,0,3,6
0.010,8000,100,0,2,3
0.010,8000,200,0,1,6
0.010,8050,30,0,0,10
0.010,8050,50,1,0,20
0.010,8050,100,0,0,23
0.010,8050,200,3,1,9
0.030,300,30,0,1,14
0.030,300,50,0,1,28
0.030,300,100,0,2,53
0.030,300,200,0,3,1
0.030,300,250,3,5,2
0.030,1000,30,1,0,14
0.030,1000,50,0,0,22
0.030,1000,100,1,2,39
0.030,1000,200,7,1,1
0.030,1000,250,7,3,25
0.030,3000,30,1,0,11
0.030,3000,50,0,3,20
0.030,3000,100,2,2,43
0.030,3000,200,2,5,1
0.030,3000,250,3,5,21
0.030,6000,30,0,0,895
0.030,6000,50,0,0,972
0.030,6000,100,0,2,1
0.030,6000,200,8,4,2
0.030,6000,250,4,5,2
0.030,8000,30,0,1,1
0.030,8000,50,2,1,1
0.030,8000,100,0,2,3
0.030,8000,200,0,8,5
0.030,8050,30,1,1,7
0.030,8050,50,1,0,3
0.030,8050,100,2,1,5
0.070,300,30,0,1,11
0.070,300,50,1,4,19
0.070,300,100,5,4,25
0.070,300,200,1,13,10
0.070,300,250,2,10,15
0.070,1000,30,0,2,24
0.070,1000,50,4,0,55
0.070,1000,100,3,4,15
0.070,1000,200,17,4,25
0.070,1000,250,17,8,42
0.070,3000,30,0,0,1
0.070,3000,50,1,2,23
0.070,3000,100,6,4,13
0.070,3000,200,11,8,20
0.070,3000,250,5,8,39
0.070,6000,30,1,1,1
0.070,6000,50,1,2,14
0.070,6000,100,4,4,966
0.070,6000,200,4,7,969
0.070,8000,30,0,4,1
0.070,8000,50,4,3,2
0.070,8000,100,3,7,2
0.070,8000,200,3,11,1
0.070,8050,30,0,0,1
0.070,8050,50,3,0,3
0.070,8050,100,14,1,5
0.070,8050,200,4,7,6
0.080,300,30,0,2,3
0.080,300,50,2,5,6
0.080,300,100,1,9,10
0.080,300,200,9,11,22
0.080,300,250,3,17,23
0.080,1000,30,1,2,8
0.080,1000,50,4,1,13
0.080,1000,100,8,4,30
0.080,1000,200,10,5,56
0.080,1000,250,10,9,1
0.080,3000,30,0,0,11
0.080,3000,50,0,3,15
0.080,3000,100,5,2,24
0.080,3000,200,5,11,47
0.080,3000,250,16,6,1
0.080,6000,30,1,3,23
0.080,6000,50,1,2,14
0.080,6000,100,2,4,21
0.080,6000,200,6,11,43
0.080,6000,250,7,11,962
0.080,8000,30,2,0,1
0.080,8000,50,0,4,1
0.080,8000,100,2,6,1
0.080,8050,30,4,0,2
0.080,8050,50,2,1,1
0.080,8050,100,2,1,1
0.080,8050,200,12,4,3
0.100,300,30,0,4,5
0.100,300,50,1,3,7
0.100,300,100,5,6,4
